seed,family,number_of_items,capacity,weights,values,greedy_value,optimal_value,failure,relative_gap
513,independent,20,158,"(2, 9, 12, 28, 19, 27, 12, 19, 45, 1, 10, 7, 44, 10, 4, 5, 15, 13, 32, 3)","(27, 80, 86, 76, 42, 1, 91, 99, 56, 71, 65, 47, 92, 24, 74, 93, 9, 32, 76, 69)",976,986,True,0.010141987829614604
514,independent,20,235,"(23, 41, 14, 27, 42, 28, 37, 21, 31, 1, 8, 7, 19, 14, 33, 33, 35, 7, 9, 40)","(15, 84, 20, 54, 47, 35, 41, 42, 34, 87, 91, 47, 49, 26, 53, 50, 76, 90, 67, 23)",766,774,True,0.0103359173126615
515,independent,20,236,"(11, 19, 7, 30, 33, 3, 30, 26, 31, 44, 41, 3, 27, 10, 32, 41, 18, 23, 7, 35)","(36, 18, 2, 36, 4, 22, 31, 43, 75, 9, 60, 54, 30, 27, 86, 20, 47, 82, 14, 31)",582,582,False,0.0
516,independent,20,274,"(47, 35, 37, 34, 11, 4, 2, 33, 34, 17, 47, 29, 31, 39, 27, 6, 29, 6, 32, 47)","(31, 99, 82, 3, 46, 36, 20, 95, 47, 95, 38, 18, 19, 8, 73, 95, 39, 31, 5, 55)",776,777,True,0.001287001287001287
517,independent,20,288,"(28, 43, 13, 28, 32, 33, 37, 4, 26, 33, 21, 33, 17, 41, 42, 45, 16, 2, 43, 40)","(93, 52, 97, 23, 40, 17, 20, 11, 87, 58, 2, 84, 99, 2, 92, 54, 100, 27, 92, 55)",863,869,True,0.006904487917146145
518,independent,20,273,"(24, 23, 37, 33, 32, 16, 30, 29, 7, 14, 23, 38, 43, 7, 27, 33, 9, 45, 39, 37)","(67, 33, 33, 99, 93, 73, 3, 74, 45, 18, 25, 69, 57, 97, 82, 96, 25, 61, 21, 92)",861,861,False,0.0
519,independent,20,204,"(39, 2, 16, 19, 15, 4, 25, 14, 5, 27, 2, 27, 20, 37, 45, 40, 6, 3, 21, 40)","(57, 43, 17, 72, 78, 79, 84, 19, 96, 38, 57, 24, 84, 10, 27, 13, 50, 43, 35, 48)",835,835,False,0.0
520,independent,20,228,"(1, 26, 9, 28, 27, 16, 27, 39, 8, 21, 14, 25, 12, 32, 44, 43, 49, 17, 10, 9)","(8, 52, 58, 98, 27, 50, 23, 55, 47, 67, 5, 31, 62, 22, 15, 90, 100, 71, 61, 83)",795,795,False,0.0
521,independent,20,205,"(7, 20, 27, 50, 23, 7, 21, 20, 9, 27, 12, 44, 6, 21, 47, 1, 6, 22, 4, 36)","(1, 33, 92, 23, 46, 84, 35, 71, 5, 95, 44, 17, 50, 36, 62, 23, 65, 85, 78, 70)",808,808,False,0.0
522,independent,20,251,"(5, 25, 40, 2, 47, 35, 13, 9, 3, 35, 37, 33, 20, 27, 48, 9, 22, 5, 37, 50)","(30, 100, 98, 18, 12, 67, 86, 95, 81, 57, 74, 40, 32, 90, 61, 2, 52, 100, 61, 59)",923,923,False,0.0
523,independent,20,272,"(44, 19, 25, 31, 36, 40, 1, 48, 26, 31, 26, 31, 33, 17, 44, 31, 17, 11, 20, 14)","(88, 68, 21, 22, 74, 69, 54, 84, 99, 47, 80, 88, 82, 89, 27, 88, 6, 52, 4, 25)",820,843,True,0.027283511269276393
524,independent,20,263,"(15, 37, 32, 6, 20, 11, 37, 5, 16, 50, 37, 34, 18, 9, 28, 33, 37, 23, 32, 46)","(2, 35, 44, 92, 31, 12, 85, 18, 41, 89, 1, 38, 53, 89, 63, 90, 23, 76, 77, 69)",773,773,False,0.0
525,independent,20,280,"(35, 31, 44, 39, 10, 18, 35, 44, 16, 31, 29, 9, 18, 37, 37, 39, 15, 25, 7, 40)","(15, 22, 24, 14, 79, 57, 5, 28, 100, 25, 82, 70, 24, 2, 9, 94, 12, 39, 72, 38)",692,702,True,0.014245014245014245
526,independent,20,248,"(10, 12, 19, 49, 31, 50, 3, 10, 31, 41, 7, 36, 22, 43, 35, 21, 16, 11, 31, 19)","(28, 8, 50, 52, 66, 89, 83, 93, 25, 34, 61, 85, 83, 3, 91, 54, 100, 94, 89, 40)",951,951,False,0.0
527,independent,20,230,"(28, 44, 44, 21, 16, 36, 3, 46, 48, 31, 24, 6, 9, 25, 2, 12, 31, 1, 22, 10)","(44, 98, 21, 99, 40, 98, 2, 22, 37, 88, 93, 49, 93, 94, 45, 76, 82, 50, 40, 25)",934,934,False,0.0
528,independent,20,211,"(4, 20, 31, 46, 12, 37, 12, 26, 13, 9, 37, 38, 2, 6, 44, 19, 1, 26, 19, 20)","(73, 13, 63, 76, 90, 32, 79, 30, 19, 48, 83, 87, 49, 71, 93, 27, 55, 30, 98, 98)",924,924,False,0.0
529,independent,20,278,"(42, 48, 16, 43, 48, 28, 46, 25, 8, 38, 41, 24, 27, 21, 14, 13, 8, 27, 11, 28)","(20, 100, 93, 59, 27, 29, 55, 97, 19, 54, 21, 53, 70, 45, 93, 62, 17, 60, 44, 91)",844,844,False,0.0
530,independent,20,238,"(22, 48, 15, 32, 36, 25, 3, 41, 33, 19, 49, 50, 23, 2, 22, 11, 8, 18, 18, 1)","(14, 72, 78, 12, 51, 22, 8, 72, 91, 95, 38, 87, 4, 6, 17, 54, 3, 94, 27, 33)",667,682,True,0.021994134897360705
531,independent,20,246,"(47, 9, 29, 23, 35, 6, 30, 19, 13, 11, 43, 10, 47, 3, 15, 26, 32, 41, 43, 9)","(88, 95, 75, 56, 88, 7, 16, 31, 79, 12, 82, 30, 67, 8, 50, 92, 90, 92, 33, 75)",830,830,False,0.0
532,independent,20,202,"(14, 40, 6, 22, 1, 42, 9, 23, 17, 24, 38, 24, 13, 39, 34, 39, 4, 1, 5, 9)","(84, 19, 63, 92, 83, 13, 61, 20, 75, 24, 31, 60, 38, 82, 34, 96, 15, 99, 36, 100)",926,969,True,0.04437564499484004
533,independent,20,243,"(25, 45, 17, 43, 32, 19, 25, 39, 8, 2, 36, 8, 40, 44, 36, 17, 1, 1, 16, 32)","(22, 48, 53, 7, 46, 24, 18, 100, 46, 39, 91, 27, 65, 19, 96, 13, 18, 88, 83, 78)",784,784,False,0.0
534,independent,20,200,"(28, 13, 34, 17, 28, 9, 12, 18, 10, 20, 41, 48, 16, 8, 40, 2, 1, 24, 23, 8)","(71, 59, 20, 46, 2, 8, 66, 52, 23, 33, 11, 55, 92, 74, 42, 88, 99, 22, 6, 35)",780,780,False,0.0
535,independent,20,244,"(10, 26, 38, 26, 8, 7, 11, 36, 25, 32, 14, 46, 31, 48, 41, 14, 9, 23, 16, 28)","(54, 89, 87, 19, 30, 99, 60, 79, 24, 100, 4, 99, 3, 65, 57, 82, 39, 92, 100, 4)",915,931,True,0.017185821697099892
536,independent,20,292,"(48, 41, 36, 36, 28, 28, 31, 29, 26, 8, 25, 11, 50, 22, 36, 32, 3, 23, 49, 22)","(25, 69, 1, 49, 81, 93, 24, 43, 6, 34, 12, 30, 85, 48, 62, 8, 11, 100, 14, 80)",693,706,True,0.018413597733711047
537,independent,20,305,"(47, 16, 3, 34, 28, 45, 18, 37, 44, 48, 38, 27, 32, 41, 7, 13, 48, 15, 44, 25)","(57, 29, 59, 92, 18, 69, 41, 84, 92, 8, 78, 51, 46, 9, 35, 98, 100, 19, 38, 89)",819,819,False,0.0
538,independent,20,228,"(18, 4, 3, 17, 35, 12, 50, 25, 2, 30, 27, 50, 19, 17, 31, 30, 11, 45, 12, 19)","(38, 52, 22, 42, 13, 81, 18, 96, 70, 52, 19, 76, 59, 58, 77, 63, 38, 13, 20, 47)",763,763,False,0.0
539,independent,20,288,"(19, 49, 46, 10, 24, 5, 14, 34, 27, 44, 47, 27, 4, 12, 43, 32, 43, 33, 22, 41)","(25, 72, 6, 89, 31, 9, 40, 16, 74, 3, 2, 19, 6, 88, 1, 94, 56, 29, 64, 71)",688,694,True,0.008645533141210375
540,independent,20,242,"(40, 43, 2, 21, 30, 26, 17, 34, 25, 1, 32, 36, 10, 42, 3, 37, 44, 17, 4, 21)","(80, 48, 60, 78, 75, 12, 50, 8, 67, 30, 75, 32, 82, 52, 68, 34, 85, 92, 15, 10)",806,842,True,0.04275534441805225
541,independent,20,256,"(23, 30, 10, 35, 21, 49, 4, 47, 17, 20, 39, 18, 47, 15, 38, 30, 9, 8, 42, 10)","(1, 49, 23, 45, 60, 12, 75, 24, 2, 80, 14, 84, 52, 73, 92, 47, 40, 58, 81, 58)",820,820,False,0.0
542,independent,20,205,"(31, 11, 13, 29, 24, 18, 1, 43, 1, 7, 2, 29, 30, 26, 26, 45, 6, 26, 19, 23)","(15, 54, 22, 79, 17, 25, 91, 24, 23, 79, 48, 47, 52, 72, 99, 10, 88, 3, 47, 31)",801,804,True,0.0037313432835820895
543,independent,20,304,"(42, 6, 50, 39, 18, 37, 34, 40, 25, 47, 42, 21, 2, 18, 41, 39, 22, 10, 37, 39)","(17, 60, 88, 24, 11, 10, 60, 66, 40, 41, 88, 15, 78, 3, 99, 57, 79, 64, 51, 51)",737,750,True,0.017333333333333333
544,independent,20,197,"(43, 18, 20, 36, 42, 5, 2, 26, 4, 21, 42, 6, 2, 19, 5, 33, 32, 6, 9, 23)","(97, 14, 79, 36, 90, 90, 51, 61, 52, 30, 70, 82, 24, 50, 49, 4, 56, 65, 47, 51)",828,838,True,0.011933174224343675
545,independent,20,240,"(14, 47, 42, 4, 32, 25, 22, 39, 6, 14, 8, 18, 45, 12, 5, 44, 27, 18, 49, 10)","(81, 86, 90, 30, 10, 46, 91, 69, 30, 43, 91, 59, 16, 35, 99, 52, 9, 94, 5, 22)",880,880,False,0.0
546,independent,20,240,"(1, 26, 3, 24, 48, 21, 14, 36, 4, 46, 24, 38, 19, 14, 39, 38, 8, 14, 42, 20)","(36, 51, 96, 49, 20, 17, 46, 48, 7, 32, 20, 73, 72, 8, 54, 29, 40, 43, 35, 42)",629,629,False,0.0
547,independent,20,276,"(3, 46, 21, 32, 28, 36, 30, 5, 44, 3, 17, 13, 20, 18, 47, 49, 32, 12, 45, 50)","(10, 35, 100, 27, 47, 28, 38, 60, 93, 97, 100, 80, 6, 77, 88, 58, 26, 40, 14, 46)",857,857,False,0.0
548,independent,20,249,"(3, 33, 49, 26, 39, 11, 46, 5, 12, 5, 22, 33, 44, 37, 25, 41, 30, 4, 8, 25)","(5, 19, 11, 65, 81, 63, 35, 12, 56, 77, 2, 2, 76, 51, 73, 28, 55, 89, 100, 37)",789,803,True,0.017434620174346202
549,independent,20,231,"(42, 31, 45, 32, 19, 5, 23, 6, 14, 12, 46, 45, 4, 27, 18, 20, 30, 30, 9, 4)","(26, 21, 70, 24, 50, 42, 85, 10, 26, 65, 86, 95, 12, 29, 31, 62, 90, 45, 67, 66)",746,746,False,0.0
550,independent,20,228,"(31, 14, 24, 16, 28, 37, 8, 2, 45, 13, 33, 39, 31, 19, 6, 40, 8, 19, 16, 28)","(61, 91, 5, 14, 79, 15, 94, 66, 97, 10, 86, 1, 74, 11, 60, 41, 27, 3, 55, 36)",790,790,False,0.0
551,independent,20,287,"(33, 43, 1, 16, 27, 49, 2, 38, 44, 21, 28, 31, 33, 4, 33, 48, 29, 26, 41, 27)","(84, 31, 27, 48, 52, 68, 23, 33, 78, 11, 1, 93, 23, 90, 40, 40, 93, 70, 61, 31)",759,759,False,0.0
552,independent,20,267,"(2, 5, 33, 49, 45, 45, 46, 37, 31, 7, 33, 39, 21, 22, 8, 26, 38, 9, 32, 6)","(96, 85, 100, 50, 6, 30, 49, 72, 76, 29, 27, 47, 90, 17, 13, 93, 1, 97, 43, 28)",869,872,True,0.0034403669724770644
553,independent,20,280,"(31, 30, 29, 27, 50, 47, 37, 29, 12, 40, 37, 29, 37, 35, 3, 1, 25, 47, 12, 2)","(4, 18, 4, 50, 67, 86, 94, 23, 59, 95, 4, 23, 88, 55, 44, 36, 93, 89, 10, 30)",764,764,False,0.0
554,independent,20,219,"(33, 12, 14, 41, 1, 46, 24, 11, 19, 4, 38, 6, 13, 11, 31, 33, 18, 27, 6, 50)","(44, 47, 49, 20, 34, 37, 9, 7, 87, 25, 62, 75, 100, 65, 17, 75, 35, 98, 9, 75)",768,774,True,0.007751937984496124
555,independent,20,201,"(13, 11, 36, 7, 17, 13, 46, 19, 29, 9, 3, 29, 7, 8, 21, 39, 27, 17, 10, 41)","(36, 17, 91, 20, 53, 71, 97, 77, 3, 75, 63, 6, 87, 11, 77, 94, 77, 42, 92, 16)",861,861,False,0.0
556,independent,20,234,"(45, 13, 37, 50, 34, 19, 2, 40, 33, 12, 45, 6, 2, 3, 8, 10, 9, 28, 25, 46)","(61, 81, 91, 60, 91, 5, 51, 29, 85, 83, 84, 65, 36, 93, 24, 34, 17, 77, 60, 91)",888,902,True,0.015521064301552107
557,independent,20,268,"(2, 7, 36, 40, 41, 26, 13, 43, 49, 26, 8, 47, 18, 36, 30, 3, 32, 33, 42, 5)","(65, 87, 100, 69, 33, 65, 77, 99, 23, 3, 99, 18, 17, 9, 55, 66, 85, 31, 19, 57)",941,941,False,0.0
558,independent,20,252,"(25, 35, 34, 2, 29, 6, 15, 11, 2, 49, 10, 15, 38, 24, 19, 32, 30, 46, 35, 48)","(34, 6, 90, 23, 97, 76, 88, 80, 23, 90, 100, 67, 39, 8, 59, 51, 6, 31, 14, 34)",878,878,False,0.0
559,independent,20,275,"(1, 28, 24, 9, 35, 30, 22, 11, 23, 44, 43, 43, 32, 33, 23, 47, 23, 19, 19, 41)","(78, 44, 66, 19, 34, 91, 19, 1, 68, 54, 100, 10, 89, 10, 46, 80, 16, 17, 25, 50)",682,687,True,0.00727802037845706
560,independent,20,268,"(49, 3, 48, 1, 38, 23, 16, 28, 28, 10, 49, 44, 20, 5, 39, 12, 29, 38, 11, 44)","(82, 61, 60, 92, 50, 31, 10, 14, 31, 62, 18, 64, 9, 34, 85, 37, 29, 12, 57, 81)",696,715,True,0.026573426573426574
561,independent,20,294,"(38, 13, 36, 13, 15, 23, 35, 38, 36, 14, 28, 1, 40, 50, 45, 42, 32, 34, 42, 13)","(68, 23, 37, 26, 80, 97, 91, 57, 81, 93, 66, 10, 91, 69, 95, 17, 3, 58, 99, 10)",829,829,False,0.0
562,independent,20,284,"(48, 46, 8, 13, 46, 47, 23, 29, 30, 32, 40, 27, 20, 25, 36, 40, 4, 8, 28, 19)","(48, 100, 8, 15, 49, 24, 55, 8, 93, 53, 3, 94, 2, 96, 12, 1, 32, 11, 19, 17)",623,623,False,0.0
563,independent,20,239,"(34, 20, 1, 5, 24, 30, 39, 45, 21, 1, 6, 43, 31, 36, 42, 15, 1, 37, 46, 1)","(95, 83, 23, 48, 31, 18, 77, 80, 36, 25, 74, 57, 59, 63, 59, 4, 69, 34, 46, 88)",788,799,True,0.01376720901126408
564,independent,20,256,"(19, 45, 4, 28, 23, 9, 6, 49, 43, 17, 12, 11, 27, 50, 30, 23, 36, 47, 9, 25)","(26, 43, 40, 91, 36, 23, 23, 62, 30, 3, 90, 75, 65, 47, 66, 35, 11, 27, 91, 67)",731,764,True,0.04319371727748691
565,independent,20,256,"(41, 31, 25, 43, 27, 10, 21, 40, 48, 36, 28, 15, 40, 10, 33, 8, 17, 17, 18, 4)","(100, 42, 98, 55, 41, 16, 87, 83, 94, 45, 52, 89, 21, 41, 43, 62, 73, 40, 7, 21)",804,804,False,0.0
566,independent,20,284,"(32, 20, 28, 26, 33, 24, 5, 24, 42, 19, 30, 10, 42, 25, 47, 30, 43, 34, 13, 42)","(72, 17, 10, 8, 98, 44, 13, 26, 15, 88, 23, 28, 27, 50, 41, 85, 80, 6, 68, 69)",695,695,False,0.0
567,independent,20,242,"(10, 31, 48, 19, 26, 2, 21, 4, 12, 37, 15, 41, 35, 24, 44, 29, 40, 13, 29, 4)","(41, 11, 75, 60, 96, 21, 42, 83, 50, 52, 16, 55, 2, 94, 80, 60, 14, 71, 19, 83)",797,814,True,0.020884520884520884
568,independent,20,264,"(7, 35, 45, 26, 47, 29, 28, 21, 21, 25, 1, 11, 30, 16, 21, 37, 44, 2, 36, 45)","(5, 63, 35, 27, 9, 42, 91, 98, 15, 5, 38, 24, 23, 87, 30, 54, 13, 20, 85, 97)",699,699,False,0.0
569,independent,20,217,"(40, 4, 4, 17, 17, 5, 32, 7, 35, 41, 20, 17, 41, 36, 30, 23, 12, 14, 7, 32)","(69, 43, 43, 86, 73, 85, 74, 64, 23, 43, 3, 18, 64, 10, 4, 42, 44, 87, 71, 49)",830,830,False,0.0
570,independent,20,184,"(5, 1, 4, 17, 35, 15, 24, 2, 5, 18, 1, 50, 22, 41, 1, 38, 13, 46, 1, 28)","(26, 43, 1, 43, 76, 29, 47, 51, 42, 88, 92, 58, 89, 68, 55, 65, 35, 76, 73, 93)",854,856,True,0.002336448598130841
571,independent,20,207,"(10, 8, 27, 43, 4, 12, 11, 22, 2, 17, 43, 32, 3, 41, 18, 4, 25, 50, 3, 39)","(34, 80, 7, 17, 75, 68, 24, 70, 98, 47, 11, 78, 80, 57, 42, 6, 51, 7, 34, 61)",842,842,False,0.0
572,independent,20,256,"(14, 17, 40, 37, 48, 10, 50, 11, 25, 40, 31, 15, 37, 10, 23, 20, 15, 33, 29, 8)","(51, 36, 34, 62, 11, 32, 19, 30, 90, 46, 56, 78, 66, 1, 32, 82, 22, 14, 88, 13)",684,684,False,0.0
573,independent,20,262,"(45, 42, 15, 26, 33, 12, 38, 46, 18, 25, 31, 37, 30, 23, 34, 1, 24, 14, 5, 25)","(94, 34, 9, 71, 59, 80, 16, 61, 93, 50, 48, 90, 46, 79, 57, 59, 45, 73, 8, 97)",839,845,True,0.007100591715976331
574,independent,20,221,"(20, 36, 20, 28, 25, 27, 44, 15, 33, 3, 27, 12, 20, 22, 50, 6, 47, 4, 1, 2)","(74, 13, 30, 64, 90, 5, 91, 35, 84, 81, 52, 73, 51, 85, 98, 32, 24, 6, 94, 65)",886,890,True,0.0044943820224719105
575,independent,20,288,"(20, 43, 25, 27, 28, 40, 48, 7, 29, 19, 17, 37, 26, 13, 15, 43, 24, 23, 50, 42)","(96, 6, 15, 64, 83, 86, 41, 38, 18, 94, 91, 4, 89, 6, 95, 93, 51, 30, 58, 79)",886,908,True,0.024229074889867842
576,independent,20,265,"(49, 38, 13, 38, 25, 6, 17, 43, 44, 17, 10, 21, 19, 14, 45, 50, 10, 32, 32, 7)","(88, 63, 1, 44, 68, 26, 87, 60, 87, 85, 1, 69, 76, 46, 54, 20, 65, 63, 40, 21)",781,781,False,0.0
577,independent,20,292,"(26, 45, 22, 27, 50, 32, 16, 26, 13, 3, 48, 16, 28, 43, 43, 45, 13, 18, 49, 20)","(45, 11, 60, 13, 70, 38, 89, 90, 1, 71, 91, 62, 73, 32, 15, 99, 39, 25, 46, 87)",831,831,False,0.0
578,independent,20,322,"(49, 11, 37, 50, 23, 24, 42, 40, 39, 26, 33, 25, 4, 43, 49, 37, 5, 24, 35, 49)","(38, 86, 96, 51, 76, 12, 22, 45, 78, 6, 94, 81, 42, 4, 33, 70, 52, 88, 11, 2)",830,830,False,0.0
579,independent,20,256,"(21, 32, 10, 22, 22, 7, 28, 6, 46, 18, 30, 49, 49, 12, 27, 34, 49, 7, 21, 23)","(52, 93, 84, 5, 6, 98, 89, 68, 88, 88, 54, 75, 88, 56, 47, 23, 35, 69, 41, 56)",888,895,True,0.00782122905027933
580,independent,20,263,"(34, 19, 44, 19, 10, 19, 13, 13, 48, 33, 27, 49, 20, 33, 48, 20, 23, 8, 40, 6)","(67, 11, 83, 84, 56, 39, 86, 34, 35, 44, 89, 69, 23, 55, 45, 49, 55, 75, 71, 84)",824,838,True,0.016706443914081145
581,independent,20,258,"(46, 12, 20, 47, 37, 19, 36, 3, 17, 21, 44, 18, 11, 32, 9, 36, 31, 23, 12, 43)","(1, 37, 51, 1, 53, 59, 69, 39, 8, 73, 57, 57, 7, 6, 75, 29, 4, 56, 22, 4)",648,648,False,0.0
582,independent,20,265,"(14, 8, 30, 25, 43, 34, 42, 42, 33, 2, 46, 1, 9, 7, 46, 34, 10, 48, 26, 30)","(92, 30, 23, 5, 67, 8, 26, 23, 18, 77, 29, 35, 40, 17, 51, 74, 20, 7, 69, 57)",652,652,False,0.0
583,independent,20,318,"(35, 19, 10, 41, 19, 50, 41, 48, 42, 31, 41, 33, 42, 7, 49, 39, 7, 10, 46, 27)","(15, 90, 73, 78, 25, 83, 92, 98, 34, 65, 40, 30, 75, 18, 92, 17, 32, 91, 51, 94)",848,853,True,0.005861664712778429
584,independent,20,278,"(39, 17, 5, 19, 8, 7, 38, 29, 16, 18, 42, 38, 41, 37, 44, 32, 28, 22, 43, 34)","(91, 19, 64, 79, 11, 32, 80, 97, 88, 50, 96, 57, 52, 72, 6, 90, 30, 81, 75, 50)",859,859,False,0.0
585,independent,20,274,"(4, 47, 29, 23, 34, 32, 14, 17, 18, 14, 12, 48, 36, 39, 35, 26, 38, 30, 26, 27)","(12, 25, 80, 48, 98, 53, 1, 60, 81, 13, 64, 68, 83, 100, 82, 11, 7, 66, 50, 39)",739,762,True,0.030183727034120734
586,independent,20,300,"(48, 8, 39, 5, 50, 14, 4, 33, 47, 13, 30, 40, 39, 43, 25, 44, 9, 16, 48, 44)","(36, 98, 48, 89, 62, 80, 51, 39, 15, 60, 25, 21, 73, 20, 84, 86, 49, 10, 73, 95)",886,886,False,0.0
587,independent,20,270,"(46, 46, 3, 35, 23, 16, 46, 25, 39, 49, 33, 13, 16, 30, 3, 5, 33, 21, 31, 27)","(100, 42, 84, 65, 57, 86, 91, 87, 89, 18, 83, 86, 54, 64, 4, 58, 58, 5, 29, 49)",852,879,True,0.030716723549488054
588,independent,20,264,"(47, 19, 2, 35, 23, 35, 46, 25, 11, 35, 2, 41, 49, 42, 5, 13, 10, 40, 31, 17)","(52, 29, 41, 16, 93, 10, 83, 50, 14, 52, 4, 8, 33, 6, 54, 37, 13, 16, 79, 45)",594,615,True,0.03414634146341464
589,independent,20,232,"(8, 42, 19, 41, 15, 32, 7, 5, 23, 14, 41, 12, 38, 28, 15, 38, 33, 12, 36, 4)","(44, 29, 94, 50, 28, 84, 81, 87, 65, 53, 61, 14, 10, 24, 50, 86, 18, 35, 87, 55)",849,849,False,0.0
590,independent,20,256,"(2, 35, 26, 47, 10, 32, 44, 42, 12, 3, 16, 48, 16, 50, 5, 40, 37, 5, 9, 34)","(7, 63, 55, 45, 66, 42, 54, 13, 74, 95, 26, 15, 49, 81, 71, 49, 33, 95, 98, 7)",829,850,True,0.024705882352941175
591,independent,20,192,"(36, 33, 29, 6, 19, 13, 38, 17, 8, 11, 4, 23, 11, 18, 4, 17, 10, 32, 42, 12)","(49, 15, 17, 23, 25, 7, 67, 44, 1, 68, 13, 61, 93, 64, 80, 24, 9, 12, 39, 49)",620,620,False,0.0
592,independent,20,288,"(5, 33, 5, 46, 44, 49, 1, 23, 19, 47, 20, 31, 8, 49, 49, 9, 29, 13, 48, 49)","(60, 21, 19, 27, 42, 29, 44, 98, 26, 81, 52, 92, 45, 42, 5, 82, 69, 54, 35, 9)",785,785,False,0.0
593,independent,20,214,"(21, 23, 6, 32, 45, 46, 27, 1, 10, 18, 14, 6, 37, 43, 5, 18, 48, 23, 3, 3)","(47, 85, 86, 97, 50, 85, 80, 23, 49, 5, 27, 54, 98, 13, 2, 65, 23, 55, 7, 95)",841,841,False,0.0
594,independent,20,246,"(9, 44, 13, 4, 48, 29, 14, 2, 34, 27, 1, 23, 31, 37, 27, 44, 11, 32, 36, 26)","(61, 80, 38, 6, 80, 85, 1, 12, 23, 7, 93, 3, 65, 55, 72, 99, 29, 69, 39, 79)",709,723,True,0.019363762102351315
595,independent,20,330,"(23, 42, 47, 1, 33, 45, 21, 27, 47, 35, 27, 10, 42, 31, 45, 36, 47, 8, 43, 49)","(45, 66, 54, 29, 62, 53, 17, 94, 76, 100, 55, 10, 45, 62, 89, 24, 50, 27, 32, 41)",715,715,False,0.0
596,independent,20,262,"(26, 12, 10, 44, 48, 28, 3, 35, 45, 29, 2, 21, 48, 39, 38, 29, 5, 1, 34, 27)","(20, 99, 23, 28, 31, 30, 6, 40, 42, 79, 64, 9, 76, 11, 59, 81, 29, 33, 47, 4)",636,640,True,0.00625
597,independent,20,262,"(7, 17, 7, 26, 39, 26, 39, 30, 16, 32, 35, 21, 40, 48, 8, 38, 38, 17, 35, 6)","(20, 55, 69, 35, 35, 61, 50, 70, 65, 4, 88, 35, 81, 4, 95, 3, 22, 58, 49, 74)",806,806,False,0.0
598,independent,20,279,"(7, 47, 34, 7, 24, 21, 22, 24, 33, 38, 5, 12, 48, 49, 41, 15, 7, 48, 37, 39)","(86, 58, 94, 60, 47, 1, 60, 70, 19, 75, 61, 61, 41, 17, 14, 52, 10, 53, 33, 33)",767,767,False,0.0
599,independent,20,218,"(46, 22, 38, 4, 20, 17, 4, 8, 20, 37, 41, 1, 26, 12, 22, 18, 36, 44, 7, 14)","(5, 16, 56, 82, 17, 13, 24, 92, 11, 42, 9, 24, 98, 3, 70, 72, 45, 37, 81, 13)",699,699,False,0.0
600,independent,20,260,"(17, 41, 10, 7, 26, 28, 45, 36, 1, 49, 41, 22, 11, 8, 47, 3, 36, 33, 30, 28)","(45, 57, 78, 50, 57, 8, 10, 85, 88, 49, 48, 16, 1, 21, 18, 50, 90, 17, 1, 65)",734,734,False,0.0
601,independent,20,314,"(13, 37, 47, 7, 47, 32, 3, 30, 43, 43, 23, 43, 14, 31, 36, 26, 46, 15, 50, 42)","(88, 70, 5, 60, 49, 1, 46, 86, 77, 67, 86, 89, 31, 42, 35, 88, 82, 31, 57, 6)",834,839,True,0.0059594755661501785
602,independent,20,292,"(26, 22, 48, 30, 39, 25, 35, 3, 29, 29, 48, 21, 33, 9, 33, 32, 42, 26, 6, 49)","(24, 68, 39, 93, 62, 14, 74, 46, 79, 28, 83, 31, 18, 18, 8, 32, 22, 91, 5, 20)",673,673,False,0.0
603,independent,20,208,"(11, 37, 29, 37, 34, 4, 5, 4, 44, 30, 9, 12, 21, 16, 31, 44, 1, 5, 12, 29)","(71, 42, 2, 85, 98, 95, 59, 68, 81, 85, 53, 95, 12, 23, 13, 71, 1, 24, 38, 97)",891,891,False,0.0
604,independent,20,284,"(5, 25, 24, 37, 48, 30, 44, 13, 33, 32, 20, 21, 26, 4, 46, 45, 35, 27, 22, 31)","(26, 99, 88, 45, 51, 38, 65, 15, 48, 46, 86, 83, 5, 61, 26, 97, 59, 60, 5, 9)",772,772,False,0.0
605,independent,20,231,"(12, 28, 32, 4, 16, 40, 39, 5, 31, 4, 29, 12, 36, 32, 20, 14, 36, 10, 44, 18)","(74, 70, 13, 47, 61, 20, 56, 8, 9, 76, 61, 41, 53, 91, 73, 91, 99, 17, 7, 53)",845,845,False,0.0
606,independent,20,272,"(48, 24, 28, 23, 30, 29, 43, 42, 2, 22, 22, 48, 6, 35, 5, 14, 50, 36, 10, 28)","(8, 86, 85, 18, 61, 21, 24, 39, 97, 53, 13, 50, 54, 97, 64, 65, 5, 28, 83, 55)",850,857,True,0.008168028004667444
607,independent,20,214,"(45, 49, 9, 3, 33, 1, 11, 29, 29, 46, 37, 8, 27, 7, 4, 35, 18, 20, 15, 2)","(11, 15, 41, 21, 32, 88, 16, 8, 60, 38, 80, 12, 29, 55, 6, 80, 87, 9, 88, 19)",682,685,True,0.004379562043795621
608,independent,20,294,"(9, 14, 32, 39, 36, 43, 21, 41, 25, 24, 29, 41, 27, 40, 48, 17, 11, 26, 30, 36)","(86, 91, 88, 58, 47, 24, 1, 64, 16, 52, 82, 78, 80, 21, 58, 100, 51, 6, 50, 33)",822,830,True,0.00963855421686747
