seed,family,number_of_items,capacity,weights,values,greedy_value,optimal_value,failure,relative_gap
470,weakly_correlated,20,260,"(3, 23, 9, 42, 46, 45, 26, 21, 38, 48, 5, 13, 34, 40, 32, 9, 3, 34, 47, 3)","(12, 18, 17, 47, 39, 47, 17, 12, 38, 49, 4, 13, 25, 33, 22, 2, 13, 42, 42, 7)",291,297,True,0.020202020202020204
471,weakly_correlated,20,256,"(44, 42, 47, 21, 16, 24, 32, 4, 47, 18, 45, 28, 26, 14, 14, 3, 27, 12, 38, 11)","(36, 41, 51, 22, 23, 16, 38, 11, 53, 26, 53, 30, 31, 15, 12, 11, 25, 17, 32, 8)",314,316,True,0.006329113924050633
472,weakly_correlated,20,220,"(10, 41, 4, 12, 26, 10, 10, 49, 8, 15, 33, 21, 29, 19, 15, 5, 50, 7, 44, 32)","(7, 45, 11, 5, 24, 5, 10, 40, 10, 15, 26, 19, 20, 15, 16, 15, 48, 5, 50, 29)",244,244,False,0.0
473,weakly_correlated,20,257,"(22, 4, 24, 47, 19, 38, 1, 21, 30, 31, 32, 19, 8, 9, 33, 50, 45, 49, 16, 16)","(22, 1, 17, 46, 13, 42, 3, 26, 28, 39, 33, 13, 3, 10, 42, 55, 42, 48, 24, 13)",297,297,False,0.0
474,weakly_correlated,20,179,"(5, 27, 20, 24, 11, 24, 13, 12, 16, 27, 31, 10, 6, 41, 27, 33, 3, 16, 3, 9)","(1, 21, 21, 20, 3, 20, 4, 18, 6, 30, 31, 15, 9, 48, 36, 29, 10, 7, 13, 15)",223,231,True,0.03463203463203463
475,weakly_correlated,20,234,"(5, 41, 43, 50, 7, 24, 10, 24, 13, 18, 1, 10, 35, 47, 38, 29, 5, 17, 1, 50)","(1, 48, 47, 50, 4, 28, 3, 33, 13, 19, 11, 5, 37, 40, 43, 39, 3, 19, 11, 52)",292,292,False,0.0
476,weakly_correlated,20,253,"(32, 18, 39, 49, 27, 46, 3, 2, 9, 46, 35, 38, 4, 21, 26, 26, 25, 25, 4, 31)","(40, 19, 40, 53, 24, 50, 12, 3, 14, 42, 27, 37, 6, 31, 28, 36, 34, 26, 5, 24)",312,315,True,0.009523809523809525
477,weakly_correlated,20,244,"(40, 4, 46, 36, 27, 41, 2, 12, 25, 7, 47, 5, 1, 7, 44, 10, 29, 43, 17, 46)","(43, 5, 41, 44, 35, 36, 11, 16, 25, 10, 44, 15, 2, 13, 38, 14, 25, 50, 25, 41)",308,309,True,0.003236245954692557
478,weakly_correlated,20,230,"(21, 8, 2, 26, 5, 36, 20, 36, 22, 24, 34, 30, 15, 13, 46, 34, 20, 2, 39, 26)","(15, 17, 5, 26, 10, 37, 20, 26, 21, 31, 39, 37, 23, 20, 46, 27, 13, 11, 38, 27)",283,289,True,0.020761245674740483
479,weakly_correlated,20,292,"(27, 34, 34, 48, 10, 49, 12, 50, 12, 42, 40, 46, 9, 1, 20, 22, 44, 19, 26, 40)","(34, 40, 44, 55, 17, 44, 4, 44, 2, 35, 35, 56, 10, 3, 25, 31, 51, 29, 35, 32)",375,375,False,0.0
480,weakly_correlated,20,243,"(26, 44, 34, 14, 6, 16, 12, 35, 23, 21, 18, 9, 24, 18, 28, 45, 39, 13, 23, 38)","(34, 43, 38, 13, 7, 9, 10, 29, 13, 12, 10, 2, 14, 13, 37, 53, 31, 10, 30, 41)",273,276,True,0.010869565217391304
481,weakly_correlated,20,226,"(44, 28, 30, 20, 40, 8, 19, 21, 22, 1, 26, 34, 24, 4, 42, 29, 6, 17, 6, 31)","(49, 22, 40, 24, 36, 11, 10, 13, 19, 5, 24, 29, 14, 8, 37, 24, 9, 24, 1, 26)",250,254,True,0.015748031496062992
482,weakly_correlated,20,270,"(34, 20, 42, 35, 43, 17, 38, 28, 4, 31, 35, 21, 38, 28, 6, 39, 50, 6, 24, 2)","(43, 23, 50, 28, 50, 12, 35, 24, 6, 21, 41, 23, 41, 36, 14, 33, 48, 5, 16, 6)",321,327,True,0.01834862385321101
483,weakly_correlated,20,236,"(34, 21, 6, 3, 39, 23, 15, 8, 33, 8, 9, 17, 48, 49, 27, 7, 44, 12, 40, 30)","(42, 19, 1, 9, 36, 20, 7, 10, 41, 17, 10, 10, 52, 52, 17, 4, 36, 5, 50, 27)",283,283,False,0.0
484,weakly_correlated,20,264,"(37, 29, 3, 7, 16, 43, 40, 48, 25, 50, 26, 39, 9, 22, 35, 26, 13, 24, 36, 1)","(32, 29, 12, 15, 9, 41, 32, 44, 28, 50, 27, 46, 11, 16, 29, 28, 4, 33, 42, 10)",313,316,True,0.00949367088607595
485,weakly_correlated,20,270,"(9, 49, 31, 23, 31, 47, 38, 22, 35, 10, 16, 17, 13, 27, 34, 28, 34, 39, 28, 10)","(5, 44, 31, 25, 39, 52, 31, 25, 32, 11, 13, 10, 23, 20, 26, 33, 27, 45, 29, 2)",300,305,True,0.01639344262295082
486,weakly_correlated,20,236,"(12, 32, 12, 32, 32, 32, 1, 6, 37, 20, 10, 22, 50, 40, 30, 13, 29, 18, 31, 14)","(7, 30, 9, 31, 34, 31, 7, 15, 46, 20, 8, 31, 42, 41, 34, 12, 25, 12, 37, 10)",277,278,True,0.0035971223021582736
487,weakly_correlated,20,228,"(39, 21, 12, 49, 36, 29, 31, 20, 14, 17, 11, 14, 48, 14, 35, 1, 31, 1, 27, 5)","(40, 12, 10, 49, 33, 29, 35, 22, 6, 14, 8, 13, 49, 21, 27, 4, 40, 9, 32, 11)",271,272,True,0.003676470588235294
488,weakly_correlated,20,264,"(8, 47, 34, 35, 19, 25, 9, 5, 41, 39, 17, 33, 43, 9, 44, 24, 9, 32, 36, 20)","(17, 47, 44, 37, 25, 26, 16, 13, 45, 38, 7, 37, 42, 14, 43, 23, 3, 30, 28, 12)",317,318,True,0.0031446540880503146
489,weakly_correlated,20,248,"(12, 28, 5, 46, 28, 4, 24, 33, 49, 14, 10, 6, 50, 18, 46, 16, 44, 1, 17, 45)","(21, 34, 14, 55, 18, 9, 14, 38, 47, 11, 2, 1, 52, 11, 42, 10, 37, 7, 23, 51)",305,305,False,0.0
490,weakly_correlated,20,302,"(48, 35, 36, 48, 41, 32, 34, 22, 34, 11, 16, 11, 9, 42, 17, 49, 43, 25, 47, 3)","(53, 40, 28, 56, 40, 29, 37, 25, 38, 16, 7, 5, 3, 44, 20, 50, 50, 24, 46, 4)",339,343,True,0.011661807580174927
491,weakly_correlated,20,237,"(32, 31, 42, 35, 11, 28, 29, 24, 5, 23, 32, 5, 10, 14, 1, 17, 14, 22, 50, 49)","(34, 40, 50, 35, 18, 25, 26, 29, 11, 25, 33, 8, 19, 20, 5, 23, 10, 12, 58, 58)",306,310,True,0.012903225806451613
492,weakly_correlated,20,250,"(40, 24, 2, 41, 11, 11, 8, 41, 18, 32, 21, 19, 16, 8, 44, 34, 4, 44, 37, 46)","(33, 23, 1, 31, 7, 10, 16, 33, 15, 26, 17, 16, 7, 7, 52, 34, 4, 34, 27, 46)",250,250,False,0.0
493,weakly_correlated,20,312,"(17, 38, 23, 40, 32, 43, 14, 20, 16, 33, 46, 23, 22, 35, 8, 40, 39, 46, 43, 47)","(16, 36, 29, 40, 23, 41, 23, 19, 24, 36, 55, 17, 21, 32, 2, 30, 45, 47, 35, 37)",341,351,True,0.02849002849002849
494,weakly_correlated,20,280,"(41, 45, 10, 2, 31, 28, 26, 13, 26, 26, 30, 26, 30, 32, 16, 40, 50, 47, 9, 32)","(50, 55, 1, 11, 29, 26, 29, 16, 36, 33, 34, 18, 31, 33, 10, 30, 51, 54, 5, 32)",328,340,True,0.03529411764705882
495,weakly_correlated,20,300,"(44, 13, 7, 41, 39, 24, 49, 35, 49, 2, 12, 12, 11, 45, 50, 35, 49, 32, 27, 25)","(39, 20, 7, 42, 39, 18, 45, 30, 57, 10, 9, 10, 2, 37, 60, 36, 58, 22, 29, 21)",340,340,False,0.0
496,weakly_correlated,20,328,"(47, 25, 50, 41, 49, 46, 38, 15, 33, 25, 43, 15, 49, 36, 15, 11, 44, 20, 41, 14)","(51, 18, 50, 38, 55, 41, 47, 9, 33, 28, 34, 8, 48, 31, 12, 17, 53, 27, 36, 20)",369,372,True,0.008064516129032258
497,weakly_correlated,20,232,"(17, 47, 22, 19, 42, 6, 20, 21, 7, 19, 8, 4, 24, 34, 16, 39, 14, 39, 17, 48)","(26, 42, 18, 16, 35, 3, 26, 21, 15, 10, 6, 3, 19, 42, 17, 32, 14, 30, 7, 44)",253,253,False,0.0
498,weakly_correlated,20,296,"(31, 40, 16, 25, 39, 39, 44, 41, 35, 29, 9, 50, 11, 20, 35, 36, 15, 41, 20, 17)","(34, 37, 17, 15, 44, 37, 38, 50, 39, 34, 12, 57, 4, 22, 42, 38, 12, 48, 12, 13)",343,343,False,0.0
499,weakly_correlated,20,251,"(8, 49, 20, 32, 35, 44, 5, 28, 49, 48, 17, 20, 42, 10, 12, 12, 25, 13, 9, 24)","(6, 54, 28, 30, 28, 42, 5, 27, 51, 43, 21, 22, 50, 3, 19, 14, 33, 9, 15, 19)",294,299,True,0.016722408026755852
500,weakly_correlated,20,216,"(30, 38, 17, 49, 14, 22, 48, 2, 22, 26, 4, 5, 29, 20, 9, 8, 24, 11, 24, 29)","(36, 42, 27, 51, 7, 30, 40, 4, 19, 25, 13, 6, 38, 21, 16, 7, 31, 12, 24, 24)",276,279,True,0.010752688172043012
501,weakly_correlated,20,270,"(41, 41, 16, 21, 34, 11, 23, 47, 1, 30, 49, 14, 30, 30, 13, 24, 7, 43, 14, 50)","(40, 42, 26, 21, 35, 11, 27, 51, 6, 20, 50, 8, 20, 24, 15, 25, 1, 36, 22, 43)",300,306,True,0.0196078431372549
502,weakly_correlated,20,254,"(33, 11, 23, 28, 42, 33, 16, 13, 50, 43, 50, 15, 37, 41, 5, 40, 13, 3, 4, 7)","(34, 21, 18, 19, 44, 25, 16, 23, 43, 43, 57, 12, 29, 32, 2, 35, 19, 10, 8, 8)",295,295,False,0.0
503,weakly_correlated,20,244,"(11, 23, 25, 9, 3, 28, 2, 48, 48, 27, 6, 49, 39, 31, 27, 19, 9, 22, 28, 34)","(5, 19, 24, 1, 13, 21, 1, 55, 52, 18, 12, 53, 42, 29, 37, 24, 9, 14, 25, 37)",292,292,False,0.0
504,weakly_correlated,20,230,"(30, 24, 49, 4, 12, 45, 40, 35, 7, 44, 16, 20, 10, 8, 8, 47, 49, 6, 1, 4)","(38, 14, 45, 3, 13, 51, 48, 34, 11, 35, 19, 26, 6, 14, 2, 51, 48, 6, 4, 9)",284,284,False,0.0
505,weakly_correlated,20,297,"(10, 20, 22, 19, 35, 23, 27, 26, 35, 47, 48, 36, 16, 2, 18, 14, 49, 50, 50, 47)","(9, 18, 27, 26, 45, 14, 36, 34, 45, 40, 48, 40, 9, 5, 12, 7, 52, 56, 48, 38)",348,353,True,0.014164305949008499
506,weakly_correlated,20,276,"(49, 18, 37, 18, 50, 45, 43, 23, 10, 2, 25, 3, 10, 42, 2, 38, 8, 47, 42, 39)","(54, 20, 40, 15, 56, 40, 46, 28, 4, 11, 19, 10, 7, 37, 4, 28, 18, 51, 35, 44)",318,332,True,0.04216867469879518
507,weakly_correlated,20,252,"(31, 37, 32, 16, 24, 7, 50, 8, 11, 9, 44, 27, 25, 32, 42, 26, 14, 23, 4, 42)","(40, 31, 42, 20, 34, 12, 46, 15, 1, 7, 51, 26, 35, 32, 43, 34, 13, 17, 3, 32)",318,318,False,0.0
508,weakly_correlated,20,294,"(35, 32, 7, 24, 45, 34, 42, 37, 47, 23, 37, 24, 21, 46, 7, 2, 42, 14, 33, 35)","(38, 24, 9, 16, 55, 35, 47, 46, 55, 15, 39, 18, 16, 41, 8, 6, 43, 24, 40, 35)",344,350,True,0.017142857142857144
509,weakly_correlated,20,232,"(46, 14, 45, 8, 36, 20, 20, 38, 2, 21, 15, 28, 18, 2, 11, 25, 31, 32, 38, 14)","(49, 9, 39, 9, 46, 22, 11, 36, 9, 14, 24, 24, 10, 3, 16, 31, 35, 41, 44, 21)",288,298,True,0.03355704697986577
510,weakly_correlated,20,283,"(44, 19, 27, 5, 42, 41, 36, 24, 46, 48, 19, 33, 28, 38, 6, 7, 47, 16, 29, 11)","(51, 22, 20, 3, 42, 36, 31, 22, 49, 45, 19, 35, 18, 36, 3, 14, 54, 12, 39, 18)",327,327,False,0.0
511,weakly_correlated,20,238,"(7, 8, 16, 48, 47, 38, 9, 36, 20, 8, 43, 27, 7, 3, 12, 48, 9, 6, 46, 39)","(15, 5, 21, 44, 45, 32, 17, 26, 12, 3, 53, 33, 12, 12, 8, 57, 13, 3, 38, 38)",287,291,True,0.013745704467353952
512,weakly_correlated,20,244,"(2, 10, 27, 40, 11, 16, 1, 32, 27, 34, 46, 17, 40, 43, 2, 5, 14, 46, 29, 45)","(8, 11, 28, 42, 8, 13, 2, 39, 20, 35, 36, 10, 49, 41, 4, 11, 15, 41, 34, 54)",282,293,True,0.03754266211604096
513,weakly_correlated,20,254,"(2, 9, 43, 38, 21, 1, 46, 50, 1, 10, 7, 44, 12, 37, 47, 5, 16, 38, 35, 46)","(4, 6, 46, 37, 24, 3, 45, 53, 9, 17, 12, 38, 3, 29, 44, 4, 21, 29, 38, 47)",284,291,True,0.024054982817869417
514,weakly_correlated,20,258,"(23, 41, 14, 27, 42, 28, 37, 21, 31, 1, 8, 24, 25, 13, 27, 25, 38, 45, 34, 12)","(16, 51, 8, 30, 43, 26, 37, 21, 29, 11, 4, 23, 21, 19, 33, 32, 31, 39, 43, 8)",303,306,True,0.00980392156862745
515,weakly_correlated,20,193,"(11, 19, 7, 30, 33, 3, 11, 16, 22, 38, 41, 3, 27, 10, 32, 10, 24, 41, 7, 1)","(9, 13, 1, 28, 23, 13, 15, 18, 27, 30, 45, 7, 24, 7, 42, 9, 25, 34, 8, 3)",231,232,True,0.004310344827586207
516,weakly_correlated,20,248,"(47, 35, 41, 2, 23, 18, 10, 48, 24, 48, 29, 31, 39, 27, 6, 20, 16, 3, 28, 1)","(44, 43, 47, 3, 14, 8, 17, 54, 22, 47, 23, 25, 30, 35, 15, 12, 21, 12, 31, 5)",305,308,True,0.00974025974025974
517,weakly_correlated,20,238,"(28, 13, 12, 20, 9, 10, 6, 44, 29, 1, 42, 50, 1, 46, 16, 14, 28, 28, 42, 37)","(30, 16, 17, 26, 19, 2, 13, 50, 29, 9, 40, 60, 11, 49, 6, 23, 27, 26, 34, 41)",315,315,False,0.0
518,weakly_correlated,20,270,"(24, 23, 37, 33, 47, 37, 2, 37, 23, 9, 13, 35, 7, 41, 48, 13, 39, 37, 8, 26)","(30, 21, 35, 38, 44, 41, 8, 30, 19, 12, 21, 39, 14, 47, 42, 18, 34, 38, 6, 27)",316,321,True,0.01557632398753894
519,weakly_correlated,20,204,"(39, 2, 16, 19, 15, 4, 25, 14, 5, 27, 2, 27, 20, 37, 45, 40, 6, 3, 21, 40)","(43, 6, 10, 26, 24, 10, 35, 8, 12, 26, 8, 22, 30, 29, 41, 33, 13, 6, 19, 41)",273,274,True,0.0036496350364963502
520,weakly_correlated,20,240,"(1, 26, 9, 28, 14, 25, 12, 28, 24, 34, 3, 16, 31, 11, 43, 36, 31, 42, 25, 41)","(1, 28, 15, 31, 11, 28, 21, 21, 24, 30, 7, 11, 36, 4, 41, 30, 25, 45, 33, 51)",286,291,True,0.01718213058419244
521,weakly_correlated,20,210,"(7, 20, 27, 23, 7, 18, 36, 3, 48, 22, 6, 21, 47, 1, 6, 43, 39, 35, 3, 8)","(1, 18, 22, 24, 11, 17, 30, 7, 43, 16, 13, 19, 52, 3, 11, 34, 46, 26, 10, 16)",248,253,True,0.019762845849802372
522,weakly_correlated,20,279,"(5, 25, 49, 9, 35, 13, 48, 41, 29, 37, 20, 16, 45, 9, 22, 5, 37, 50, 24, 39)","(4, 34, 39, 3, 41, 7, 39, 48, 37, 43, 19, 19, 50, 1, 24, 13, 42, 54, 18, 41)",331,333,True,0.006006006006006006
523,weakly_correlated,20,283,"(44, 34, 11, 11, 37, 35, 27, 26, 24, 40, 44, 41, 45, 31, 3, 26, 2, 13, 26, 46)","(43, 36, 16, 18, 46, 25, 37, 31, 26, 45, 50, 39, 41, 29, 3, 25, 4, 10, 35, 55)",340,347,True,0.020172910662824207
524,weakly_correlated,20,233,"(15, 37, 32, 6, 16, 6, 9, 21, 1, 19, 27, 45, 32, 45, 12, 38, 39, 36, 5, 25)","(5, 35, 32, 10, 11, 3, 8, 29, 9, 17, 21, 48, 38, 53, 13, 43, 46, 33, 12, 26)",287,288,True,0.003472222222222222
525,weakly_correlated,20,250,"(35, 31, 44, 39, 10, 18, 35, 44, 16, 13, 41, 35, 12, 1, 5, 39, 6, 20, 36, 19)","(28, 26, 39, 32, 20, 22, 26, 40, 21, 17, 35, 33, 20, 10, 15, 36, 13, 13, 45, 28)",306,313,True,0.022364217252396165
526,weakly_correlated,20,332,"(10, 12, 19, 49, 31, 50, 42, 47, 13, 17, 31, 43, 42, 35, 27, 50, 47, 45, 20, 33)","(7, 3, 21, 51, 37, 41, 36, 52, 23, 10, 38, 43, 32, 35, 24, 45, 52, 44, 24, 29)",365,369,True,0.01084010840108401
527,weakly_correlated,20,312,"(28, 44, 21, 20, 49, 1, 48, 31, 47, 25, 47, 47, 23, 38, 41, 25, 20, 13, 38, 18)","(28, 39, 18, 27, 40, 3, 47, 32, 39, 19, 49, 37, 18, 43, 31, 25, 14, 17, 34, 9)",323,323,False,0.0
528,weakly_correlated,20,272,"(4, 37, 7, 32, 12, 16, 40, 15, 10, 24, 42, 44, 25, 36, 14, 28, 15, 49, 49, 44)","(14, 36, 16, 40, 20, 11, 42, 11, 5, 32, 50, 34, 17, 35, 4, 30, 14, 48, 39, 53)",333,333,False,0.0
529,weakly_correlated,20,311,"(42, 48, 47, 48, 28, 46, 25, 10, 27, 11, 27, 35, 23, 47, 31, 9, 30, 22, 46, 20)","(36, 45, 51, 44, 25, 49, 18, 19, 37, 12, 30, 35, 19, 43, 24, 14, 25, 25, 40, 14)",342,342,False,0.0
530,weakly_correlated,20,257,"(22, 48, 15, 32, 36, 25, 3, 41, 33, 48, 50, 2, 3, 9, 27, 2, 47, 14, 17, 40)","(15, 55, 24, 24, 38, 20, 1, 48, 32, 47, 51, 1, 6, 6, 20, 5, 45, 4, 15, 30)",282,283,True,0.0035335689045936395
531,weakly_correlated,20,248,"(47, 48, 38, 28, 44, 4, 8, 16, 40, 6, 15, 3, 15, 26, 45, 46, 9, 20, 12, 27)","(41, 52, 39, 35, 36, 8, 10, 12, 35, 5, 21, 1, 17, 31, 55, 44, 19, 16, 10, 28)",292,298,True,0.020134228187919462
532,weakly_correlated,20,260,"(14, 40, 6, 22, 42, 7, 31, 10, 38, 12, 16, 30, 19, 41, 17, 48, 8, 50, 18, 50)","(24, 34, 16, 12, 52, 5, 32, 9, 39, 20, 17, 26, 28, 47, 26, 39, 1, 42, 12, 42)",315,319,True,0.012539184952978056
533,weakly_correlated,20,283,"(25, 45, 17, 43, 32, 19, 25, 39, 23, 20, 46, 14, 33, 36, 7, 9, 44, 42, 39, 8)","(20, 46, 20, 34, 33, 14, 19, 32, 13, 27, 39, 23, 27, 34, 1, 1, 41, 47, 49, 1)",306,307,True,0.003257328990228013
534,weakly_correlated,20,239,"(28, 13, 34, 17, 28, 9, 12, 18, 10, 20, 41, 48, 16, 37, 21, 44, 50, 11, 3, 18)","(35, 17, 28, 18, 18, 2, 18, 20, 6, 18, 33, 51, 9, 46, 11, 34, 51, 12, 2, 26)",269,278,True,0.03237410071942446
535,weakly_correlated,20,281,"(10, 26, 44, 10, 15, 50, 30, 40, 12, 50, 2, 50, 2, 33, 29, 41, 20, 46, 50, 2)","(14, 34, 46, 4, 8, 45, 37, 42, 17, 46, 12, 55, 12, 43, 25, 35, 21, 43, 53, 5)",345,349,True,0.011461318051575931
536,weakly_correlated,20,224,"(48, 41, 36, 36, 28, 28, 12, 22, 3, 17, 6, 15, 24, 31, 4, 6, 50, 22, 7, 13)","(44, 48, 26, 38, 38, 33, 16, 24, 2, 19, 6, 15, 31, 36, 1, 12, 43, 31, 14, 6)",284,285,True,0.0035087719298245615
537,weakly_correlated,20,254,"(47, 16, 3, 34, 9, 18, 37, 44, 38, 27, 32, 41, 7, 13, 10, 25, 14, 44, 34, 14)","(51, 13, 8, 37, 18, 18, 47, 35, 47, 29, 33, 33, 9, 10, 10, 15, 16, 49, 34, 10)",300,302,True,0.006622516556291391
538,weakly_correlated,20,214,"(18, 4, 26, 11, 21, 7, 41, 25, 35, 26, 10, 19, 17, 31, 30, 11, 45, 12, 19, 19)","(17, 13, 17, 9, 28, 6, 35, 15, 39, 29, 19, 23, 21, 40, 35, 10, 38, 6, 20, 19)",267,267,False,0.0
539,weakly_correlated,20,258,"(19, 49, 46, 10, 16, 5, 20, 8, 37, 47, 27, 4, 12, 32, 33, 22, 41, 35, 24, 28)","(15, 56, 37, 12, 8, 4, 26, 14, 27, 37, 21, 1, 2, 35, 30, 27, 48, 42, 18, 36)",301,301,False,0.0
540,weakly_correlated,20,252,"(40, 43, 2, 21, 30, 26, 17, 34, 25, 1, 32, 36, 10, 3, 37, 44, 46, 8, 5, 45)","(49, 44, 8, 30, 38, 18, 19, 25, 31, 4, 40, 33, 13, 9, 35, 42, 37, 11, 8, 38)",304,312,True,0.02564102564102564
541,weakly_correlated,20,278,"(23, 30, 10, 35, 21, 49, 4, 47, 17, 20, 39, 18, 47, 15, 38, 24, 20, 29, 41, 29)","(13, 32, 6, 36, 25, 41, 10, 42, 7, 29, 32, 28, 49, 23, 42, 18, 13, 39, 35, 28)",326,326,False,0.0
542,weakly_correlated,20,209,"(31, 11, 13, 29, 24, 18, 1, 12, 12, 40, 24, 24, 26, 36, 50, 6, 2, 24, 16, 19)","(24, 14, 8, 38, 18, 14, 11, 2, 5, 30, 28, 28, 28, 38, 42, 13, 5, 25, 13, 13)",241,246,True,0.02032520325203252
543,weakly_correlated,20,302,"(42, 6, 50, 12, 6, 34, 40, 25, 47, 42, 8, 39, 2, 50, 29, 40, 32, 26, 26, 47)","(36, 15, 59, 10, 3, 38, 46, 24, 47, 42, 1, 37, 11, 59, 29, 34, 40, 35, 20, 55)",368,368,False,0.0
544,weakly_correlated,20,274,"(43, 7, 40, 18, 45, 45, 26, 31, 26, 15, 35, 41, 12, 25, 25, 2, 28, 33, 24, 26)","(41, 10, 47, 28, 37, 35, 28, 22, 26, 25, 27, 31, 11, 17, 31, 8, 20, 27, 25, 18)",307,307,False,0.0
545,weakly_correlated,20,246,"(14, 47, 45, 15, 5, 23, 46, 35, 15, 22, 46, 30, 12, 5, 44, 27, 18, 10, 10, 24)","(24, 57, 36, 20, 7, 23, 55, 27, 11, 15, 44, 23, 10, 13, 46, 19, 9, 6, 8, 28)",291,294,True,0.01020408163265306
546,weakly_correlated,20,240,"(1, 26, 3, 24, 48, 21, 14, 36, 4, 46, 24, 38, 19, 14, 39, 38, 8, 14, 42, 20)","(5, 28, 12, 26, 42, 15, 15, 37, 1, 43, 18, 46, 26, 5, 42, 35, 10, 14, 40, 20)",267,275,True,0.02909090909090909
547,weakly_correlated,20,297,"(3, 46, 21, 14, 24, 14, 19, 30, 49, 50, 40, 3, 39, 32, 12, 45, 50, 39, 35, 29)","(2, 44, 26, 17, 31, 18, 11, 21, 47, 46, 39, 5, 43, 28, 11, 38, 51, 32, 31, 22)",310,316,True,0.0189873417721519
548,weakly_correlated,20,228,"(3, 3, 10, 26, 39, 11, 46, 5, 6, 28, 39, 1, 1, 38, 26, 37, 14, 28, 45, 50)","(13, 9, 3, 32, 49, 16, 44, 14, 6, 20, 39, 9, 11, 46, 28, 47, 18, 19, 38, 52)",301,316,True,0.04746835443037975
549,weakly_correlated,20,268,"(42, 31, 45, 32, 19, 5, 21, 43, 5, 13, 33, 6, 15, 16, 31, 45, 23, 34, 33, 44)","(38, 26, 52, 27, 21, 14, 22, 35, 4, 8, 24, 14, 13, 15, 35, 49, 17, 25, 24, 35)",285,291,True,0.020618556701030927
550,weakly_correlated,20,204,"(31, 14, 3, 7, 40, 8, 47, 33, 5, 43, 1, 37, 6, 30, 21, 14, 2, 28, 18, 19)","(36, 15, 4, 14, 48, 4, 37, 29, 9, 52, 8, 36, 3, 39, 14, 13, 4, 31, 11, 10)",260,260,False,0.0
551,weakly_correlated,20,285,"(33, 43, 1, 16, 27, 49, 2, 38, 44, 21, 28, 31, 12, 45, 20, 29, 35, 31, 16, 49)","(43, 40, 4, 17, 29, 55, 3, 36, 53, 13, 18, 37, 3, 51, 19, 31, 45, 34, 8, 52)",328,339,True,0.032448377581120944
552,weakly_correlated,20,260,"(2, 5, 33, 45, 45, 46, 37, 31, 7, 33, 39, 21, 9, 7, 47, 1, 49, 22, 14, 28)","(12, 11, 35, 36, 42, 48, 44, 39, 8, 29, 40, 21, 4, 13, 55, 3, 54, 14, 20, 24)",315,320,True,0.015625
553,weakly_correlated,20,266,"(31, 30, 29, 27, 50, 47, 47, 12, 30, 48, 2, 12, 44, 28, 22, 18, 47, 5, 2, 1)","(21, 24, 19, 29, 56, 55, 51, 7, 39, 56, 8, 20, 51, 19, 12, 20, 42, 14, 4, 4)",327,332,True,0.015060240963855422
554,weakly_correlated,20,262,"(33, 12, 14, 41, 1, 46, 24, 11, 19, 13, 31, 38, 50, 33, 9, 38, 18, 49, 5, 38)","(33, 13, 16, 35, 5, 45, 16, 2, 10, 21, 23, 34, 45, 38, 17, 36, 21, 41, 13, 46)",304,304,False,0.0
555,weakly_correlated,20,271,"(13, 11, 36, 10, 27, 36, 39, 2, 38, 32, 3, 44, 6, 39, 47, 39, 21, 46, 8, 45)","(11, 5, 29, 9, 23, 35, 43, 3, 29, 36, 2, 37, 11, 48, 50, 37, 15, 56, 18, 55)",322,322,False,0.0
556,weakly_correlated,20,264,"(45, 13, 37, 34, 3, 26, 15, 43, 42, 6, 18, 47, 12, 17, 9, 39, 30, 50, 4, 39)","(50, 23, 41, 33, 1, 35, 21, 38, 52, 1, 9, 40, 6, 11, 14, 41, 22, 60, 12, 41)",320,322,True,0.006211180124223602
557,weakly_correlated,20,238,"(2, 7, 26, 13, 43, 26, 8, 18, 36, 30, 3, 32, 16, 10, 29, 37, 43, 34, 17, 46)","(9, 9, 32, 22, 38, 16, 5, 12, 28, 33, 9, 38, 26, 3, 28, 36, 46, 34, 22, 47)",293,293,False,0.0
558,weakly_correlated,20,260,"(25, 35, 34, 12, 49, 38, 44, 40, 12, 50, 34, 20, 4, 30, 26, 3, 16, 7, 36, 4)","(23, 26, 24, 16, 41, 35, 39, 30, 6, 47, 42, 21, 5, 35, 30, 12, 23, 9, 29, 1)",282,290,True,0.027586206896551724
559,weakly_correlated,20,236,"(1, 28, 24, 9, 35, 30, 10, 1, 34, 43, 32, 5, 23, 47, 23, 19, 19, 41, 28, 19)","(10, 28, 30, 5, 33, 30, 6, 6, 37, 35, 38, 15, 24, 56, 16, 13, 15, 43, 24, 10)",287,287,False,0.0
560,weakly_correlated,20,230,"(49, 3, 48, 1, 25, 16, 5, 7, 16, 31, 44, 20, 5, 39, 19, 15, 6, 29, 37, 45)","(59, 8, 52, 10, 26, 13, 7, 14, 10, 25, 49, 12, 5, 34, 23, 23, 6, 39, 32, 50)",293,293,False,0.0
561,weakly_correlated,20,286,"(38, 13, 36, 13, 15, 23, 46, 29, 41, 47, 33, 5, 46, 45, 9, 2, 29, 50, 5, 48)","(44, 8, 35, 9, 24, 30, 54, 36, 37, 50, 23, 10, 53, 55, 16, 9, 39, 46, 4, 46)",356,361,True,0.013850415512465374
